LSOA name,LSOA code,Total,Aged 4 years and under,Aged 5 to 9 years,Aged 10 to 15 years,Aged 16 to 19 years,Aged 20 to 24 years,Aged 25 to 34 years,Aged 35 to 49 years,Aged 50 to 64 years,Aged 65 to 74 years,Aged 75 to 84 years,Aged 85 years and over
Kingston upon Thames 013E,E01002999,1534,109,96,68,43,104,410,427,177,54,31,15
Kingston upon Thames 014A,E01002915,1390,64,93,105,71,73,126,292,256,185,96,29
Kingston upon Thames 014B,E01002916,1481,80,108,107,77,94,130,307,289,146,97,46
Kingston upon Thames 014C,E01002917,1430,75,93,113,66,78,98,305,294,162,109,37
Kingston upon Thames 014D,E01002920,1593,85,110,145,69,58,120,360,351,171,88,36
Kingston upon Thames 014E,E01002924,1545,68,111,132,74,71,88,335,333,164,117,52
Kingston upon Thames 015A,E01002976,1712,126,110,111,71,75,195,416,309,159,110,30
Kingston upon Thames 015B,E01002978,1858,112,100,128,63,84,204,412,352,224,124,55
Kingston upon Thames 015C,E01002979,1527,71,84,117,61,90,163,328,299,207,81,26
Kingston upon Thames 015D,E01002982,1486,40,80,118,53,78,154,277,299,171,127,89
Kingston upon Thames 015E,E01002983,1669,94,102,93,73,83,181,331,364,191,118,39
Kingston upon Thames 016A,E01002994,1508,107,88,90,34,66,182,368,236,143,112,82
Kingston upon Thames 016B,E01002996,1543,101,119,114,68,68,212,407,267,100,65,22
Kingston upon Thames 016C,E01002997,1523,87,92,119,58,51,222,395,308,118,57,16
Kingston upon Thames 016D,E01002998,1612,154,137,137,61,72,218,430,242,86,59,16
Kingston upon Thames 016E,E01003002,1909,119,149,150,61,81,267,514,300,134,91,43
Kingston upon Thames 017A,E01002918,1797,103,122,176,84,121,233,409,348,113,62,26
Kingston upon Thames 017B,E01002919,1990,138,116,133,101,167,345,406,347,140,70,27
Kingston upon Thames 017C,E01003000,1873,130,130,148,83,77,300,448,315,147,73,22
Kingston upon Thames 017D,E01003001,1918,107,128,139,95,116,247,409,391,170,85,31
Kingston upon Thames 017E,E01003003,1726,90,103,140,88,115,223,444,307,123,58,35
Kingston upon Thames 018A,E01002939,1647,82,123,144,77,100,238,379,307,112,58,27
Kingston upon Thames 018B,E01002941,1652,100,98,116,63,87,197,334,349,149,109,50
Kingston upon Thames 018C,E01002942,1399,68,86,122,61,73,122,289,313,142,81,42
Kingston upon Thames 018D,E01003004,1641,108,105,126,73,88,196,379,331,130,78,27
Kingston upon Thames 018E,E01003005,1542,68,108,136,70,63,187,345,316,135,92,22
Kingston upon Thames 019A,E01002944,1333,83,87,112,52,69,179,322,247,100,60,22
Kingston upon Thames 019B,E01002945,1573,89,102,113,64,78,236,370,295,134,64,28
Kingston upon Thames 019C,E01002946,1508,96,98,85,44,62,199,338,318,150,88,30
Kingston upon Thames 019D,E01002947,1647,93,104,123,85,85,198,362,335,148,86,28
Kingston upon Thames 020A,E01002940,1673,96,106,121,70,94,211,351,343,156,89,36
Kingston upon Thames 020B,E01002943,1477,78,114,123,69,73,188,330,277,128,83,14
Kingston upon Thames 020C,E01002948,2214,143,124,153,118,141,300,456,460,173,94,52
Kingston upon Thames 020D,E01002949,1849,103,116,149,88,121,231,387,375,144,105,30
Kingston upon Thames 020E,E01002950,1651,118,108,116,46,82,266,345,293,166,73,38
Lambeth 002A,E01003015,1721,73,79,101,70,139,372,352,361,101,56,17
Lambeth 002B,E01003108,1556,80,87,123,65,88,316,357,258,115,54,13
Lambeth 002C,E01003110,2051,71,72,102,55,163,530,431,363,169,70,25
Lambeth 002D,E01003111,1980,145,124,153,102,173,332,361,371,137,58,24
Lambeth 002E,E01003112,1797,94,112,126,61,123,370,434,324,95,45,13
Lambeth 003A,E01003101,1433,53,55,79,72,134,418,281,245,54,33,9
Lambeth 003B,E01003105,1708,80,81,116,69,149,379,325,289,117,71,32
Lambeth 003C,E01003106,2136,90,111,164,78,168,428,457,431,104,79,26
Lambeth 003D,E01003107,1851,60,61,62,44,149,521,437,344,92,62,19
Lambeth 003F,E01033862,1396,40,36,40,47,267,405,304,175,48,26,8
Lambeth 003G,E01033863,1325,62,62,77,61,126,263,257,285,71,43,18
Lambeth 004A,E01003102,1702,51,35,53,42,205,502,337,272,87,54,64
Lambeth 004C,E01003104,1733,65,51,81,44,198,576,317,242,84,62,13
Lambeth 004D,E01003122,1905,70,50,100,55,168,627,432,272,82,32,17
Lambeth 004E,E01003129,1797,70,62,66,62,175,580,346,292,90,42,12
Lambeth 004G,E01033208,1709,62,47,74,59,193,527,430,257,39,15,6
Lambeth 004H,E01033864,1035,46,46,51,45,94,173,193,195,116,56,20
Lambeth 004I,E01033865,1521,37,21,19,160,319,520,284,119,22,15,5
Lambeth 004J,E01033866,1117,33,22,19,36,228,486,226,48,14,2,3
Lambeth 005A,E01003098,1482,83,53,66,61,137,363,279,283,89,50,18
Lambeth 005B,E01003099,1699,75,70,96,62,176,456,348,263,111,30,12
Lambeth 005C,E01003100,2014,55,43,48,35,239,878,410,236,44,20,6
Lambeth 005D,E01003180,1600,70,73,84,73,164,348,324,318,96,36,14
Lambeth 005E,E01003183,1602,76,56,99,68,131,344,303,330,125,51,19
Lambeth 006A,E01003097,1558,60,64,79,78,138,339,298,280,128,72,22
Lambeth 006B,E01003121,1570,59,103,136,90,150,252,311,337,80,30,22
Lambeth 006C,E01003123,1596,53,51,57,57,120,437,342,318,91,57,13
Lambeth 006D,E01003124,1353,43,67,84,46,110,291,319,252,80,43,18
Lambeth 006E,E01003125,1782,69,111,171,102,130,311,392,350,83,44,19
Lambeth 007A,E01003181,1521,56,53,83,56,122,382,290,313,113,34,19
Lambeth 007B,E01003184,1424,82,79,112,71,118,317,330,218,59,27,11
Lambeth 007C,E01003185,1930,88,69,75,61,171,632,424,300,63,29,18
Lambeth 007D,E01003186,2440,75,81,103,59,246,860,497,372,97,40,10
Lambeth 007E,E01003187,2316,116,145,152,77,160,716,503,301,94,44,8
Lambeth 008A,E01003089,1935,84,127,140,75,191,527,411,285,73,15,7
Lambeth 008B,E01003091,1712,80,80,130,70,187,503,338,225,53,36,10
Lambeth 008C,E01003092,2350,145,93,188,92,251,596,476,379,76,31,23
Lambeth 008D,E01003126,1665,76,79,87,61,159,434,321,337,72,33,6
Lambeth 008E,E01003128,1643,71,95,133,76,125,363,363,296,85,24,12
Lambeth 009A,E01003046,1681,69,95,142,94,104,343,402,338,60,26,8
Lambeth 009B,E01003048,1913,116,153,200,88,157,292,396,396,68,35,12
Lambeth 009C,E01003075,1713,90,122,129,89,135,300,383,339,71,43,12
Lambeth 009D,E01003182,1787,82,81,130,74,116,407,410,330,94,50,13
Lambeth 009E,E01003188,1268,54,46,64,57,114,253,285,278,67,36,14
Lambeth 010A,E01003088,1587,97,78,82,40,172,486,320,222,50,26,14
Lambeth 010B,E01003093,2297,106,111,225,146,177,427,543,363,116,61,22
Lambeth 010C,E01003094,1484,58,47,42,46,160,470,266,245,81,49,20
Lambeth 010D,E01003096,2095,55,33,33,101,355,842,319,222,66,46,23
Lambeth 010E,E01003127,2091,103,115,113,61,183,542,453,346,117,45,13
Lambeth 011A,E01003045,1989,94,112,149,130,255,357,347,364,105,59,17
Lambeth 011B,E01003047,1788,63,51,95,62,226,544,309,313,68,47,10
Lambeth 011C,E01003049,1767,78,89,127,96,166,432,389,272,69,36,13
Lambeth 011D,E01003059,2210,84,94,109,74,192,658,437,397,89,53,23
Lambeth 011E,E01003060,1698,68,88,121,67,171,423,329,291,83,40,17
Lambeth 011F,E01003061,1329,33,47,44,35,108,451,259,211,90,41,10
Lambeth 012A,E01003034,1641,78,89,104,47,149,442,375,226,68,46,17
Lambeth 012B,E01003035,1688,56,50,60,28,237,604,325,211,66,24,27
Lambeth 012C,E01003036,1760,62,44,63,37,191,633,299,303,79,38,11
Lambeth 012D,E01003090,2382,70,76,57,45,284,987,434,294,80,35,20
Lambeth 012E,E01003095,1642,66,75,72,36,196,543,268,266,68,40,12
Lambeth 013A,E01003037,1439,50,67,88,57,144,330,303,258,88,43,11
Lambeth 013B,E01003038,1702,77,69,42,26,152,593,313,221,114,80,15
Lambeth 013C,E01003039,2042,87,85,85,35,198,689,463,234,108,39,19
Lambeth 013D,E01003040,1246,46,62,55,32,106,352,280,189,80,33,11
Lambeth 013E,E01003042,1109,36,27,51,28,138,335,237,167,43,38,9
Lambeth 014A,E01003072,1737,79,92,135,64,74,332,362,338,156,76,29
Lambeth 014B,E01003073,1601,89,92,110,82,112,341,334,289,96,45,11
Lambeth 014C,E01003076,2701,139,110,188,209,334,744,541,331,79,22,4
Lambeth 014D,E01003077,1862,87,68,75,57,177,630,390,274,60,30,14
Lambeth 014E,E01003078,1627,85,92,130,60,76,285,353,339,112,70,25
Lambeth 015A,E01003019,2035,66,49,72,37,239,828,342,259,82,50,11
Lambeth 015B,E01003053,1674,33,33,31,17,184,733,324,212,53,42,12
Lambeth 015C,E01003054,2193,48,40,46,22,368,1093,324,165,44,31,12
Lambeth 015D,E01003056,1708,34,29,47,42,302,627,287,244,60,25,11
Lambeth 015E,E01003058,1979,57,46,57,26,262,847,341,219,75,33,16
Lambeth 016A,E01003020,1821,68,86,102,59,136,611,375,262,63,44,15
Lambeth 016B,E01003050,1584,51,46,44,35,218,594,269,210,66,33,18
Lambeth 016C,E01003052,2225,137,100,151,110,236,491,385,454,98,50,13
Lambeth 016D,E01003055,1602,60,45,42,33,123,552,321,262,102,47,15
Lambeth 016E,E01003176,1930,83,130,170,99,169,397,384,350,103,32,13
Lambeth 017A,E01003029,1828,73,61,63,31,188,661,348,255,86,39,23
Lambeth 017B,E01003032,1721,57,66,84,59,151,501,321,286,112,57,27
Lambeth 017C,E01003041,1521,53,67,92,61,169,367,270,287,73,53,29
Lambeth 017D,E01003057,1705,79,76,109,72,198,489,275,286,67,35,19
Lambeth 018A,E01003043,1618,58,69,63,75,140,450,332,267,87,63,14
Lambeth 018B,E01003044,1410,78,114,81,47,102,309,310,276,50,33,10
Lambeth 018C,E01003051,2096,71,65,95,66,201,746,431,331,59,24,7
Lambeth 018D,E01003071,2326,111,116,114,55,155,745,511,362,100,47,10
Lambeth 018E,E01003074,2360,113,82,106,54,138,728,518,437,127,43,14
Lambeth 019A,E01003026,1501,85,48,59,25,179,519,260,221,64,30,11
Lambeth 019B,E01003027,1394,81,65,105,41,103,345,298,207,95,40,14
Lambeth 019C,E01003028,1484,95,83,87,33,119,398,332,226,58,43,10
Lambeth 019D,E01003030,1722,58,66,72,14,205,681,350,172,54,31,19
Lambeth 019E,E01003033,1618,98,105,104,50,144,370,335,267,84,34,27
Lambeth 020A,E01003018,2019,62,32,83,35,206,832,374,262,89,28,16
Lambeth 020B,E01003171,1650,85,50,91,36,99,504,387,278,70,33,17
Lambeth 020C,E01003173,1633,80,66,69,74,114,445,357,271,80,58,19
Lambeth 020D,E01003177,1603,81,53,69,51,131,547,334,237,64,28,8
Lambeth 020E,E01003178,1500,54,55,65,26,117,543,298,226,61,40,15
Lambeth 021A,E01003021,2151,60,73,87,53,183,649,491,331,98,83,43
Lambeth 021B,E01003022,1620,71,64,75,37,155,466,384,237,82,36,13
Lambeth 021C,E01003023,2591,139,110,124,85,234,851,547,372,66,47,16
Lambeth 021D,E01003024,1840,115,104,123,78,186,398,434,304,55,34,9
Lambeth 021E,E01003025,2046,99,107,146,92,129,514,441,365,78,58,17
Lambeth 022A,E01003136,1659,76,56,105,49,133,431,422,258,85,34,10
Lambeth 022B,E01003137,1580,66,75,100,74,111,377,376,273,75,37,16
Lambeth 022C,E01003159,1774,60,55,66,49,150,530,425,284,97,46,12
Lambeth 022D,E01003160,1450,44,63,70,72,130,356,329,305,51,25,5
Lambeth 022E,E01003162,1856,92,107,130,103,141,353,401,401,75,38,15
Lambeth 023A,E01003031,1574,73,63,80,46,196,568,275,188,53,25,7
Lambeth 023B,E01003156,1598,99,97,69,36,133,461,352,214,81,42,14
Lambeth 023C,E01003157,1582,129,112,123,47,86,365,382,220,70,41,7
Lambeth 023D,E01003158,1624,118,73,53,27,75,594,377,188,53,53,13
Lambeth 023E,E01003161,1313,70,69,81,30,134,418,253,141,63,38,16
Lambeth 023F,E01003163,1598,67,94,109,61,142,347,321,253,110,66,28
Lambeth 024A,E01003132,1451,66,80,94,78,93,256,320,259,85,80,40
Lambeth 024B,E01003172,1943,114,136,200,76,110,438,420,324,81,30,14
Lambeth 024C,E01003174,2040,105,138,178,127,160,357,483,375,81,22,14
Lambeth 024D,E01003175,1577,85,82,139,98,108,277,319,331,97,29,12
Lambeth 024E,E01003179,1622,104,117,166,94,110,278,353,299,68,26,7
Lambeth 025A,E01003164,2242,105,110,127,90,197,509,537,412,94,47,14
Lambeth 025B,E01003165,1642,100,102,118,62,89,251,378,289,145,78,30
Lambeth 025C,E01003168,1658,58,93,153,100,100,268,341,339,135,50,21
Lambeth 025D,E01003169,2355,148,123,143,77,110,585,611,397,102,43,16
Lambeth 025E,E01003170,1906,122,134,153,61,64,278,471,320,162,98,43
Lambeth 026A,E01003130,1868,110,104,121,51,104,423,482,298,87,64,24
Lambeth 026B,E01003131,2152,99,112,101,60,131,641,550,315,86,42,15
Lambeth 026C,E01003135,1931,77,70,111,127,123,508,457,327,78,27,26
Lambeth 026D,E01003138,1478,97,73,63,29,75,464,386,201,58,23,9
Lambeth 026E,E01003151,1956,96,109,153,99,129,473,422,290,105,48,32
Lambeth 027A,E01003079,1683,104,112,130,85,86,306,455,284,74,31,16
Lambeth 027B,E01003080,1680,116,125,134,65,76,295,478,256,86,40,9
Lambeth 027C,E01003133,1660,89,85,104,62,94,378,437,295,71,35,10
Lambeth 027D,E01003134,1597,79,82,116,61,109,341,361,298,76,49,25
Lambeth 027E,E01003152,1909,138,108,82,54,81,475,525,257,98,54,37
Lambeth 028A,E01003064,1465,95,105,121,40,41,301,406,220,79,45,12
Lambeth 028B,E01003066,1887,131,107,127,80,101,364,416,409,89,45,18
Lambeth 028C,E01003081,1864,118,109,128,65,102,396,466,359,74,33,14
Lambeth 028D,E01003166,2566,135,125,154,75,132,650,699,417,104,54,21
Lambeth 028E,E01003167,1758,125,102,148,57,66,247,438,328,163,66,18
Lambeth 029A,E01003116,1786,100,100,117,89,117,285,406,328,144,77,23
Lambeth 029B,E01003117,1850,93,72,124,41,112,522,438,279,85,59,25
Lambeth 029C,E01003118,1862,113,146,135,63,92,354,467,294,108,63,27
Lambeth 029D,E01003153,2172,86,81,69,28,121,800,616,257,59,36,19
Lambeth 029E,E01003155,1827,85,100,113,46,92,353,509,326,115,65,23
Lambeth 030A,E01003083,1541,86,86,115,67,75,218,355,327,114,65,33
Lambeth 030B,E01003084,1506,102,80,93,62,75,303,361,276,86,51,17
Lambeth 030C,E01003085,1797,143,118,128,69,79,221,399,374,155,82,29
Lambeth 030D,E01003149,1755,98,82,92,45,78,361,440,290,137,85,47
Lambeth 030E,E01003154,1999,148,150,141,93,114,370,459,335,115,55,19
Lambeth 031A,E01003065,1670,141,133,172,107,74,225,398,263,100,43,14
Lambeth 031B,E01003068,1572,107,119,140,65,79,244,403,272,89,36,18
Lambeth 031C,E01003082,1375,91,79,88,54,55,231,314,252,114,74,23
Lambeth 031D,E01003086,1559,86,93,125,81,113,247,346,344,68,41,15
Lambeth 031E,E01003087,1641,104,121,156,93,115,231,375,301,70,58,17
Lambeth 032A,E01003113,1794,105,100,93,61,109,435,468,269,95,46,13
Lambeth 032B,E01003114,2424,166,124,107,50,163,654,757,275,68,45,15
Lambeth 032C,E01003119,2065,97,127,126,59,93,569,493,305,74,73,49
Lambeth 032D,E01003120,2413,132,92,110,60,157,693,650,374,96,34,15
Lambeth 032E,E01003148,1836,111,95,117,64,100,416,486,313,88,30,16
Lambeth 032F,E01003150,1941,112,97,148,62,143,437,467,302,107,53,13
Lambeth 033A,E01003062,1836,96,105,97,44,73,507,488,290,85,39,12
Lambeth 033B,E01003063,1363,82,82,92,56,85,243,316,291,63,40,13
Lambeth 033C,E01003067,1555,127,120,102,59,66,269,402,256,86,51,17
Lambeth 033D,E01003069,1368,79,102,118,80,76,172,326,284,85,33,13
Lambeth 033E,E01003070,1548,100,79,120,63,83,277,333,306,110,58,19
Lambeth 034A,E01003115,1618,117,81,105,49,87,383,409,261,72,41,13
Lambeth 034B,E01003141,1844,143,101,126,62,81,345,459,297,129,77,24
Lambeth 034C,E01003144,1547,69,78,82,57,68,282,276,343,173,83,36
Lambeth 034D,E01003145,1656,85,84,87,47,98,400,434,252,102,45,22
Lambeth 034E,E01003147,2075,135,95,142,69,98,445,548,350,98,77,18
Lambeth 035A,E01003139,1529,91,102,104,63,102,257,379,260,83,57,31
Lambeth 035B,E01003140,1509,97,92,114,85,75,237,353,261,100,69,26
Lambeth 035C,E01003142,1374,76,78,100,60,94,221,321,244,97,60,23
Lambeth 035D,E01003143,1503,67,86,122,74,96,229,329,249,138,74,39
Lambeth 035E,E01003146,1649,108,50,110,87,148,351,363,289,82,47,14
Lambeth 036A,E01003013,1946,30,23,44,225,562,565,281,138,44,28,6
Lambeth 036B,E01003014,1505,51,52,93,57,151,262,310,303,128,63,35
Lambeth 036C,E01003016,1202,28,26,30,224,195,252,176,156,73,34,8
Lambeth 036D,E01003017,1632,53,52,72,127,134,313,335,307,141,70,28
Lambeth 036E,E01032582,2281,70,90,102,75,381,591,468,309,113,64,18
Lewisham 001A,E01003244,1902,107,157,185,82,174,428,389,302,45,30,3
Lewisham 001B,E01003245,1990,92,138,200,238,155,372,363,330,69,24,9
Lewisham 001C,E01003247,2103,93,71,63,50,250,693,489,268,81,35,10
Lewisham 001D,E01003249,2057,105,78,125,110,149,491,467,385,96,37,14
Lewisham 001F,E01034387,1603,94,24,17,13,96,783,453,68,24,21,10
Lewisham 001G,E01034388,1279,61,32,46,28,101,576,276,105,28,21,5
Lewisham 001H,E01034389,1671,100,102,106,60,121,449,431,229,42,23,8
Lewisham 002A,E01003246,2411,131,130,160,87,183,822,449,340,71,32,6
Lewisham 002B,E01003248,1642,78,106,146,71,111,334,404,307,53,22,10
Lewisham 002C,E01003251,1734,104,125,178,98,150,308,369,290,64,37,11
Lewisham 002D,E01003252,1578,99,133,153,90,129,228,310,305,77,40,14
Lewisham 002E,E01003253,1422,72,74,82,40,121,365,290,233,81,49,15
Lewisham 003A,E01003297,1704,125,110,66,21,114,467,463,247,32,38,21
Lewisham 003B,E01003299,1790,105,59,98,78,227,431,387,292,59,37,17
Lewisham 003C,E01003301,2631,110,156,146,143,312,684,600,355,90,31,4
Lewisham 003D,E01003302,1868,103,114,155,101,146,345,469,298,81,42,14
Lewisham 003E,E01003305,2294,165,187,188,126,246,468,468,318,89,24,15
Lewisham 005A,E01003207,2330,101,120,153,94,291,545,491,328,106,89,12
Lewisham 005B,E01003209,1897,99,105,108,165,238,380,423,265,71,32,11
Lewisham 005C,E01003210,1773,113,110,81,40,114,438,535,238,55,40,9
Lewisham 005D,E01003212,2011,108,109,110,56,153,483,478,312,106,65,31
Lewisham 005E,E01003215,1893,67,87,83,207,380,456,312,203,56,34,8
Lewisham 006A,E01003338,2027,99,119,154,93,172,442,461,317,96,51,23
Lewisham 006B,E01003339,1691,76,86,114,76,129,352,407,314,74,43,20
Lewisham 006C,E01003340,2069,91,75,62,55,284,631,407,338,80,29,17
Lewisham 006D,E01003341,1383,59,73,75,45,104,284,306,285,96,44,12
Lewisham 006E,E01003343,1451,84,83,77,54,76,320,318,295,96,32,16
Lewisham 007A,E01003199,1969,114,120,107,51,78,425,554,335,98,66,21
Lewisham 007B,E01003201,1680,82,80,91,69,147,338,370,318,95,60,30
Lewisham 007C,E01003204,1613,84,101,111,54,87,418,382,254,75,37,10
Lewisham 007D,E01003205,1390,80,86,110,72,110,307,329,183,69,36,8
Lewisham 007E,E01003206,1413,72,78,75,37,53,291,385,251,94,53,24
Lewisham 008B,E01003211,1556,82,78,65,45,101,474,396,232,45,31,7
Lewisham 008C,E01003213,1963,135,103,130,107,128,467,521,252,73,36,11
Lewisham 008D,E01003214,1780,99,109,100,57,117,404,453,321,71,37,12
Lewisham 008E,E01033324,1538,79,93,96,57,102,293,303,299,125,69,22
Lewisham 008F,E01033325,1368,75,45,25,25,79,584,429,93,10,3,0
Lewisham 009A,E01003198,1493,91,91,96,48,74,237,393,256,109,64,34
Lewisham 009B,E01003200,1475,79,74,59,39,78,330,341,290,84,74,27
Lewisham 009C,E01003202,1559,74,77,80,34,58,259,378,299,150,101,49
Lewisham 009D,E01003203,1966,137,114,110,80,110,381,478,399,95,48,14
Lewisham 010A,E01003336,1529,84,102,163,72,100,258,335,284,68,56,7
Lewisham 010B,E01003337,1430,81,124,135,77,87,243,327,238,66,44,8
Lewisham 010C,E01003342,1696,154,86,83,50,87,445,429,267,58,23,14
Lewisham 010D,E01003344,1674,82,82,111,76,118,358,365,338,90,38,16
Lewisham 010E,E01003345,1960,145,123,141,49,113,449,536,287,74,34,9
Lewisham 011A,E01003273,1506,85,78,101,59,88,285,319,311,100,60,20
Lewisham 011B,E01003277,1674,82,68,84,39,127,382,434,326,66,50,16
Lewisham 011C,E01003278,2085,114,114,125,77,176,472,499,370,71,47,20
Lewisham 011D,E01003279,1531,102,83,105,45,97,236,361,287,126,70,19
Lewisham 013A,E01003282,2414,136,111,116,83,133,580,657,386,118,75,19
Lewisham 013B,E01003283,2126,168,157,141,59,77,328,550,400,149,73,24
Lewisham 013C,E01003284,1877,133,136,125,61,84,331,525,297,99,60,26
Lewisham 013D,E01003286,1735,106,121,132,93,63,234,400,350,109,85,42
Lewisham 014A,E01003272,1995,123,111,107,48,180,485,483,291,82,65,20
Lewisham 014B,E01003274,1590,101,100,106,47,78,324,419,271,85,44,15
Lewisham 014C,E01003275,1698,107,87,136,55,110,242,400,307,116,74,64
Lewisham 014D,E01003276,1906,142,134,171,84,100,290,470,344,98,59,14
Lewisham 015A,E01003225,1598,130,136,105,49,61,182,484,277,92,61,21
Lewisham 015B,E01003231,1552,102,82,93,50,89,383,379,243,71,46,14
Lewisham 015C,E01003232,1704,129,122,109,66,82,254,460,281,123,51,27
Lewisham 015D,E01003233,1837,124,107,112,134,112,321,441,306,94,68,18
Lewisham 016A,E01003280,1646,131,113,146,82,86,229,370,298,108,56,27
Lewisham 016B,E01003281,1498,128,93,113,58,60,164,378,303,109,60,32
Lewisham 016C,E01003285,1752,126,117,125,55,74,329,459,281,106,57,23
Lewisham 016D,E01003287,1969,180,148,149,62,69,281,553,307,125,80,15
Lewisham 017A,E01003292,1787,147,100,96,78,56,335,504,313,69,69,20
Lewisham 017B,E01003293,1568,122,93,93,38,74,337,427,270,64,36,14
Lewisham 017D,E01003295,1787,138,114,105,55,81,352,479,265,114,65,19
Lewisham 017E,E01033320,1569,115,93,79,67,74,325,421,253,83,43,16
Lewisham 017F,E01033322,1255,116,52,65,27,45,358,371,167,31,19,4
Lewisham 018A,E01003319,1792,119,108,122,66,102,330,431,315,99,67,33
